Review,SENTIMEN
"['ini', 'aplikasi', 'buat', 'belanja', 'yh', 'bukan', 'buat', 'download', 'videokenapah', 'gw', 'masuk', 'sinih']",NEGATIF
"['akun', 'saya', 'pakai', 'org', 'lain', 'yang', 'mengaku', 'sebagai', 'orang', 'shopee', 'dan', 'meminta', 'kode', 'dari', 'sms', 'tolong', 'privasi', 'keamanan', 'akun', 'penipuan', 'meraja', 'lela', 'dan', 'di', 'salah', 'gunakan', 'oleh', 'pihak', 'yang', 'tidak', 'bertangung', 'jawab']",NEGATIF
"['jujur', 'aplikasi', 'shopee', 'sekarang', 'itu', 'jelek', 'banget', 'dan', 'untuk', 'memberikan', 'voucher', 'gratis', 'ongkir', 'pun', 'harus', 'rebutan', 'dulu', 'sama', 'yang', 'lainnya', 'beda', 'sama', 'tahun-tahun', 'sebelumnya', 'yang', 'memberikan', 'voucher', 'gratis', 'ongkir', 'secara', 'cuma-cuma', 'kitakan', 'yang', 'sering', 'belanja', 'di', 'shopee', 'butuh', 'voucher', 'itu', 'buat', 'potong', 'ongkir', 'nya', 'apa', 'lagi', 'buat', 'yang', 'pembayaran', 'cod', 'kalo', 'kaya', 'gitu', 'mah', 'mending', 'pindah', 'ke', 'lazada', 'yang', 'memberi', 'voucher', 'gratis', 'ongkir', 'terus', 'dan', 'tentunya', 'banyak', 'diskon']",NEGATIF
"['habis', 'di', 'afgred', 'lemott', 'banget']",NEGATIF
"['maaf', 'terkena', 'kebijakan', 'tidak', 'jelas', 'dengan', 'dibebankan', 'bunga', 'tiba', 'tanya', 'cs', 'solusinya', 'kebijakan', 'baru', 'menyesal', 'pakai', 'paylater', 'bunga', 'gajelas', 'belum', 'telat', 'bayat', 'sudah', 'ada', 'bunga', 'gajelas', 'males', 'ribet']",NEGATIF
"['gak', 'ada', 'ovoaku', 'senang', 'pk', 'ovo']",NEGATIF
"['aplikasi', 'terburuk', 'yang', 'saya', 'pernah', 'temuin', 'sudah', 'antar', 'nya', 'telat', 'juga', 'kali']",NEGATIF
"['ini', 'aplikasi', 'bagus', 'untuk', 'musim', 'kini', 'lagi', 'corona', 'belanja', 'di', 'rumah', 'aja']",POSITIF
"['shopee', 'sekarang', 'jelek', 'ihh', 'nggak', 'ada', 'gratis', 'ongkir', 'cod', 'ataupun', 'gratis', 'ongkir', 'alfamart/indomaret', 'jadinya', 'kan', 'males', 'harus', 'beli', 'shopeepay', 'dulu', 'nyusahin', 'aja', 'direstart', 'juga', 'susah', 'aplikasinya', 'mau', 'daftar', 'spaylater', 'susah', 'banget', 'suruh', 'restar', 'terus', 'sudah', 'direstart', 'tetep', 'aja', 'nggak', 'bisa', 'males']",NEGATIF
"['gak', 'suka', 'saya', 'padahal', 'koin', 'saya', 'jadi', 'kenapaa', 'kya', 'gitu', 'gak', 'mu', 'main', 'lagii', 'saya']",NEGATIF
"['bagaimana', 'dengan', 'shopeepay', 'sekarangkok', 'gk', 'bisa', 'top', 'up']",NEGATIF
"['knapa', 'ongkirnya', 'jadi', 'mahal', 'mahal', 'banget']",NEGATIF
"['aplikasi', 'ga', 'ada', 'akhlakga', 'bisa', 'kebuka', 'sinyal', 'gw', 'bagus', 'tapi', 'kenapa', 'loading', 'terus', 'waktu', 'baru', 'isi', 'kuota', 'ttapi', 'aja', 'ga', 'bisani', 'server', 'gimana', 'sihsama', 'aja', 'kyk', 'aplikasi', 'sebelah']",NEGATIF
"['tolong', 'jangan', 'lola', 'dong', 'aplikasiny']",NEGATIF
"['aplikasi', 'nya', 'kurang', 'jossss', 'pas', 'verifikasi', 'nomer', 'hp', 'lama', 'muncul', 'kodenya', 'buat', 'emosi']",NEGATIF
"['masa', 'gratis', 'ongkirnya', 'di', 'banyakin', 'yang', 'shope', 'pay', 'nggak', 'jelas', 'nibilangnya', 'gratis', 'ongkir', 'mana', 'kami', 'bukan', 'pengguna', 'shope', 'pay', 'hanya', 'melongo']",NEGATIF
"['aplikasi', 'banyak', 'hack', 'shopee', 'pay', 'saya', 'di', 'retasterus', 'di', 'nonaktifkan', 'akun', 'shope', 'saya', 'tidak', 'bisa', 'digunakanlapor', 'ke', 'pihak', 'shopee', 'tidak', 'ada', 'tanggapan']",NEGATIF
"['setiap', 'aku', 'belanja', 'selalu', 'gratia', 'ongkir', 'aku', 'di', 'dukung', 'oleh', 'shopee']",NEGATIF
"['shopie', 'nya', 'gak', 'bisa']",NEGATIF
"['perbaiki', 'dong', 'parah', 'amat', 'sudah', 'kehilangan', 'uang', 'buat', 'shopeepay', 'akun', 'juga', 'ilang', 'gara', 'nungguin']",NEGATIF
"['gak', 'bisa', 'cekout', 'apa', 'aplikasi', 'yang', 'aneh', 'saldo', 'juga', 'ilang', 'pas', 'di', 'cek', 'gk', 'muncul', 'yang', 'ada', 'cuma', 'koin', 'pdhal', 'saldo', 'masih']",NEGATIF
"['anda', 'hanya', 'bisa', 'nge-scam', 'menipu', 'bottsssss']",NEGATIF
"['tolong', 'nih', 'di', 'amged', 'lagi', 'dog']",NEGATIF
"['kecewa', 'sudah', 'nahan', 'ngantuk', 'dari', 'jam', 'sampe', 'jam', 'demi', 'flash', 'sale', 'tapi', 'nggak', 'dapat', 'apa', 'biar', 'barang', 'yang', 'saya', 'dapat', 'hanya', 'tulisan', 'eror', 'eror', 'eror', 'dan', 'eror', 'dah', 'lahh', 'percuma', 'begadang', 'nya', 'mana', 'besok', 'gua', 'ulangan', 'lagi', 'thanks', 'shopee', 'atas', 'flash', 'sale', 'zonk', 'nya']",NEGATIF
"['giliran', 'ada', 'acara', 'eror', 'mulu', 'mau', 'check', 'out', 'barang']",NEGATIF
"['jelek', 'server', 'eror', 'mulu', 'top', 'up', 'selalu', 'gagal', 'apalagi', 'pas']",NEGATIF
"['sudah', 'update', 'masukan', 'keranjang', 'di', 'checkout', 'tinggal', 'bayar', 'koneksi', 'terputus', 'terus', 'padahal', 'gw', 'lancar', 'sambil', 'telfonan', 'why']",NEGATIF
"['aplikasi', 'ngeselin', 'emosi', 'ketika', 'checout', 'ga', 'bisa', 'terus', 'katanya', 'terlalu', 'banyak', 'penggunaan', 'ya', 'kalo', 'ga', 'mau', 'banyak', 'yang', 'beli', 'atau', 'checkout', 'skalian', 'ga', 'usah', 'bikin', 'event', 'kalo', 'perlu', 'ga', 'usah', 'jualan', 'hapus', 'aja', 'lah', 'aplikasi', 'ini', 'lemotnya', 'minta', 'ampun', 'percuma', 'update', 'untik', 'kalo', 'sama', 'aja', 'malah', 'lebih', 'parah', 'ga', 'bisa', 'nanggug', 'yang', 'ikut', 'padahal', 'yang', 'kemarin', 'tidak', 'seperti', 'ini', 'dan', 'di', 'eventnya', 'makin', 'lama', 'di', 'dikitin', 'kapasitasnya', 'halah', 'mau', 'tes', 'aplikasi', 'lain', 'aja', 'katanya', 'bnyk', 'yang', 'lebih', 'bagus', 'kalo', 'bagus', 'pindah', 'aja']",NEGATIF
"['bigsale', 'apaanmasak', 'voucher', 'diskon', 'jt', 'di', 'klik', 'gak', 'bisa', 'malah', 'keluar', 'sendiriserver', 'eror', 'lahgak', 'masuk', 'akal', 'merasa', 'tertipu']",NEGATIF
"['payah', 'tiap', 'ada', 'event', 'server', 'nya', 'nambah', 'buruk', 'boro', 'mau', 'beli', 'buka', 'aplikasi', 'nya', 'aja', 'susah', 'bangke', 'shopee', 'skr', 'mening', 'lapak', 'ijo']",NEGATIF
"['balikin', 'saldo', 'shopee', 'pay', 'wngisi', 'shopepay', 'kok', 'ndak', 'bisa', 'loginket']",NEGATIF
"['saya', 'mau', 'masuk', 'ke', 'akun', 'shopee', 'tapi', 'gk', 'bisa', 'sistem', 'dalam', 'gangguan', 'terus', 'tolong', 'di', 'perbaiki']",NEGATIF
"['pepekk', 'kali', 'shopee', 'nihh', 'saya', 'pesan', 'ukulele', 'cowboy', 'yang', 'dtg', 'malah', 'ukulele', 'sen', 'sen']",NEGATIF
"['coba', 'pakai', 'paylatter', 'nya', 'pas', 'mau', 'check', 'out', 'biaya', 'penanganan', 'eh', 'pas', 'mau', 'bayar', 'tagihan', 'paylatter', 'coba', 'cek', 'malah', 'jadi']",NEGATIF
"['terlalu', 'banyak', 'potongan', 'bagi', 'penjual', '&', 'kalau', 'mau', 'beli', 'gak', 'ada', 'gratis', 'ongkir', 'nyaada', 'gratis', 'ongkir', 'tapi', 'ribetpadahal', 'promosi', 'nya', 'aja', 'bagus', 'tapi', 'gak', 'sesuai', 'kenyataanpayah']",NEGATIF
"['free', 'ongkir', 'ya', 'ga', 'ada', 'lagi', 'bagaimana', 'ini', 'minnnnn']",NEGATIF
"[""assalam'ualaikum"", 'kanakungedonlot', 'shoppe', 'lamangedonlotnya']",NEGATIF
"['banyak', 'bug', 'user', 'experience', 'diperhatikan', 'juga', 'lah', 'aplikasi', 'mulai', 'berat']",NEGATIF
"['kenapa', 'di', 'instal', 'gk', 'bisa']",NEGATIF
"['jelek', ""'"", 'tidak', 'sesuai', 'iklannya']",NEGATIF
"['saya', 'sangat', 'kecewa', 'dengan', 'shope', 'di', 'saat', 'saya', 'tidak', 'bisa', 'mengaktifkan', 'shopepaymereka', 'tidak', 'mau', 'mengembalikan', 'dana', 'saya', 'ke', 'rekbank', 'bri', 'yang', 'saya', 'ajukanmereka', 'maksa', 'untuk', 'berusaha', 'terus', 'aktifasi', 'shopepay', 'padahal', 'walaupun', 'hari', 'mendaftar', 'di', 'shopepay', 'selalu', 'gagal', 'terusjika', 'saya', 'menelpon', 'ke', 'noshopee', 'mereka', 'kadang', 'ngejawab', 'kadang', 'juga', 'diempadahaal', 'pulsa', 'saya', 'uddah', 'banyak', 'di', 'makantolong', 'yaaa', 'buat', 'piihak', 'shope', 'jangan', 'buat', 'susah', 'kami', 'tolong', 'dana', 'saya', 'segera', 'di', 'kembalikan']",NEGATIF
"['hbs', 'update', 'mau', 'upload', 'produk', 'ribet', 'bnget', 'di', 'bagian', 'merk', 'suka', 'gak', 'muncul', 'bikin', 'kesel', 'aj']",NEGATIF
"['tolong', 'voucher', 'gratis', 'ongkirnya', 'jangan', 'cuma', 'untuk', 'shopee', 'pay', 'aja', 'aku', 'pengguna', 'setia', 'shopee', ""'""]",NEGATIF
"['update', 'mulu', 'jadi', 'makan', 'waktupenghapusan', 'cache', 'tidak', 'pengaruhupdate', 'tuh', 'setaun', 'sekali', 'ini', 'mh', 'menghambat', 'waktu', 'aja', 'jadi', 'serba', 'nge', 'hang', 'kalau', 'gaa', 'di', 'updatetolong', 'konsisten', 'dalam', 'ketentuan', 'meng', 'update', 'agar', 'transaksi', 'penjualan', 'dan', 'pembelian', 'tidak', 'ribet']",NEGATIF
"['payah', 'kali', 'loginnya', 'kenapa', 'ni']",NEGATIF
"['payah', 'kok', 'gak', 'bisa', 'daftar', 'akun', 'di', 'shope']",NEGATIF
"['dapat', 'email', 'habis', 'penyelesaian', 'pesanan', 'akun', 'anda', 'di', 'hapus', 'apa', 'salah', 'saya', 'ya', 'padahal', 'sering', 'belanja', 'ya', 'lancar', 'jadi', 'kecewa', 'sama', 'shopee', 'yang', 'tiba', 'tiba', 'menonaktifkan', 'akun', 'shopee', 'saya']",NEGATIF
"['udh', 'gk', 'jelas', 'aplikasi', 'ini', 'dlu', 'ok', 'skarenag', 'gara', 'ada', 'shopeepaylater', 'orang', 'lain', 'yang', 'belum', 'bayar', 'malah', 'saya', 'yang', 'akunnya', 'di', 'batasi', 'pdhal', 'beda', 'akun', 'shopee', 'kecewa', 'sih', 'akun', 'di', 'batasi', 'gak', 'bisa', 'belanja', 'lah', 'otomatis', 'buat', 'apalagi', 'punya', 'akun', 'ini', 'kalo', 'gaada', 'gunanya', 'makin', 'sini', 'shopee', 'udh', 'kebanyakan', 'yang', 'pakai', 'bukannya', 'di', 'perbaiki', 'atau', 'di', 'nyaman', 'malah', 'bikin', 'gk', 'nyaman', 'banget', 'ribet', 'lagi', 'gk', 'bisa', 'belanja', 'lagi', 'akun', 'di', 'batasi', 'minta', 'di', 'uninstal', 'aplikasi', 'ini', 'secara', 'tidak', 'langsung']",NEGATIF
"['sekarang', 'mau', 'order', 'malah', 'sulit', 'gimana', 'sihha', 'padahal', 'semua', 'persyaratan', 'sudah', 'benar', 'tapi', 'tetap', 'aja', 'ngak', 'bisa']",NEGATIF
"['kecewa', 'saya', 'belanja', 'pas', 'waktu', 'harbolnas', 'tiba²', 'pesanan', 'dibatalkan', 'oleh', 'penjualkok', 'pihak', 'shopee', 'gak', 'ada', 'respon', 'yasudah', 'gt', 'duitnya', 'dikrmbalikan', 'kena', 'biaya', 'adm', 'pula', 'jadi', 'saya', 'sebagai', 'konsumen', 'sudah', 'dirugikan']",NEGATIF
"['gratis', 'ongkir', 'sekarang', 'dikurangin', 'aplikasi', 'sebelah', 'udh', 'banyak', 'tuh', 'gratis', 'ongkir', 'pakai', 'metode', 'pembayaran', 'apa', 'aja', 'buat', 'jadi', 'pelajaran', 'aja', 'gratis', 'ongkir', 'jangan', 'pilih', 'pilih', 'yaa', 'min']",NEGATIF
"['pelit', 'koin', 'dan', 'udh', 'gak', 'dpet', 'gratis', 'ongkir', 'lagii', 'gratis', 'ongkir', 'cuma', 'untuk', 'shopee', 'pay', 'doank', 'huft', 'makin', 'lama', 'makin', 'males', 'belanja', 'dshopee', 'mnding', 'di', 'aplikasi', 'blnja', 'lain', 'aja', 'ada', 'gratis', 'ongkirnya']",NEGATIF
"['udh', 'download', 'terus', 'aku', 'unistal', 'lagi', 'terus', 'download', 'lagi', 'malah', 'lama', 'amat', 'ya']",NEGATIF
"['skarenag', 'ga', 'da', 'bebas', 'ongkir', 'jangan', 'download']",NEGATIF
"['saya', 'memperingatkan', 'pada', 'shopee', 'jangann', 'keluar', 'di', 'google', 'ganggu', 'ajaaa', 'mau', 'download', 'lagu', 'parah', 'aplikasi', 'shopeeee', 'keluar', 'jadinya', 'bisa', 'download', 'lagu', 'saya', 'peringatkan', 'untukkk', 'tidakk', 'keluarrr', 'di', 'googelchromedanbrowserrkalo', 'di', 'iklan', 'gamee', 'youtube', 'masalahhh']",NEGATIF
"['saya', 'pengguna', 'shopeesangat', 'kecewa', 'karena', 'uang', 'shopepay', 'saya', 'hilang', 'jutadan', 'shopee', 'tidak', 'bisa', 'membantudn', 'tidak', 'bertanggungngapin', 'adain', 'shopepay', 'malah', 'jadi', 'uang', 'saya', 'hilangakun', 'malah', 'dibobol', 'tim', 'shopeetibabnyk', 'sms', 'dari', 'shopee', 'shopee', 'sudh', 'tidak', 'amannbuat', 'datapribadi', 'dimna', 'rasa', 'kepeduliannya', 'semoga', 'semua', 'ada', 'balasannyasudh', 'saya', 'ikhlaas', 'kn', 'walapun', 'uang', 'arisan', 'orang', 'saya', 'kasih', 'bintang', 'jha']",NEGATIF
"['kok', 'shope', 'ini', 'lambat', 'ya', 'gw', 'pikir', 'shope', 'ini', 'cepat', 'ehh', 'ternyata', 'lambatnya', 'minta', 'ampunn']",NEGATIF
"['niatnya', 'mau', 'instal', 'tapi', 'pelanggan', 'dan', 'pemakainya', 'bnyk', 'yang', 'ngeluh', 'jadi', 'gak', 'jadi', 'untuk', 'instal', 'nih', 'aplikasi']",NEGATIF
"['penjualnya', 'banyak', 'yang', 'gak', 'amanah', 'tolong', 'ditingkatkan', 'lagi', 'kwalitas', 'dan', 'penjual', 'nakal', 'tolong', 'ditindak']",NEGATIF
"['mana', 'gratis', 'ongkir', 'yang', 'dulu']",NEGATIF
"['shopee', 'kurang', 'belajar', 'masa', 'alat', 'dj', 'aku', 'belum', 'datang', 'sampai', 'sekarang', 'yasar', 'kali', 'padahal', 'aku', 'pesan', 'ya', 'dari', 'tanggal', 'sampa', 'ga', 'datang', 'datang', 'peyu']",NEGATIF
"['gak', 'bisa', 'klaim', 'voucher', 'gini', 'katanya', 'mempermudah', 'oi', 'bangon', 'sudah', 'dhuhur']",NEGATIF
"['sumpah', 'ya', 'kenapa', 'shopee', 'sekarang', 'jadi', 'gini', 'tengah', 'di', 'pakai', 'harus', 'log', 'in', 'lagi', 'log', 'in', 'lagi', 'capek', 'tau', 'lama', 'aku', 'uninstal', 'juga', 'nich']",NEGATIF
"['kebanyakan', 'iklan']",NEGATIF
"['kesellll', 'banget', 'sm', 'aplikasi', 'shopee', 'skarenag', 'loading', 'lama', 'bangett', 'tapi', 'sinyal', 'lancar', 'dipakai', 'ytb', 'jg', 'ga', 'loading', 'lahh', 'ini', 'loading', 'sekitar', 'detik', 'baru', 'muncul', 'terus', 'kalau', 'lagi', 'nyari', 'barang', 'terusan', 'bakal', 'gak', 'muncul', 'alhasil', 'harus', 'keluar', 'aplikasi', 'shopee', 'dl', 'baru', 'bisa']",NEGATIF
"['untuk', 'shoppemohon', 'kedepannya', 'kasih', 'fitur', 'untuk', 'bisa', 'menghubungi', 'pihak', 'pengirim', 'jnt/jne', 'karena', 'saya', 'sudah', 'melakukan', 'pembellian', 'dan', 'pembayaran', 'pakait', 'saya', 'malah', 'diterima', 'orang', 'lain', 'kenapa', 'pihak', 'pengirim', 'tidak', 'menghubungi', 'pembeli', 'terlebih', 'dahulu', 'padahal', 'saya', 'sudah', 'menulis', 'nomer', 'saya', 'dengan', 'sangat', 'jelas', 'saya', 'kecewa', 'sekali', 'uang', 'saya', 'terbuang', 'sia']",NEGATIF
"['tidak', 'memuaskan']",NEGATIF
"['admin', 'ini', 'kok', 'dari', 'tdi', 'gak', 'ke', 'instal', 'yah', 'dari', 'tdi', 'kaya', 'ke', 'stak', 'gitu', 'terus', 'juga', 'gak', 'jln', 'jln', 'loh', '%', 'nya', 'tolong', 'yah', 'di', 'prebaikin']",NEGATIF
"['makin', 'ribet', 'makin', 'ga', 'nyaman', 'transaksi', 'mudah', 'cuma', 'untuk', 'pengguna', 'shopeepay', 'doang', 'ribet', 'juga', 'kalau', 'mesti', 'isi', 'saldo']",NEGATIF
"['pliss', 'jangan', 'lemot']",NEGATIF
"['pengirimannya', 'pilih', 'yang', 'shopee', 'express', 'sameday', 'tapi', 'udh', 'hari', 'gak', 'sampe', 'disebelah', 'yang', 'reguler', 'aj', 'bisa', '-', 'hari', 'sampe']",NEGATIF
"['hay', 'shopeemakin', 'berat', 'aja', 'sih', 'ini', 'makin', 'di', 'update', 'makin', 'lemod', 'saya', 'minta', 'tolong', 'tolong', 'banget', 'hapus', 'aja', 'deh', 'itu', 'game', 'atau', 'update', 'yang', 'enggak', 'perlu', 'kami', 'butuh', 'belanja', 'dengan', 'nyaman', 'cepat', 'dan', 'ga', 'berat', 'buat', 'buka', 'aplikasi', 'nya', 'atau', 'cobalah', 'bikin', 'shopee', 'lite', 'yang', 'ringan', 'kalau', 'emang', 'sayang', 'sama', 'game', 'mu', 'daripada', 'kenyamanan', 'belanja', 'ini', 'di', 'hp', 'saya', 'app', 'shopee', 'paling', 'ngabisin', 'memori', 'buset', 'dah', 'ini', 'sama', 'marketapilace', 'fb', 'lite', 'aja', 'kalah', 'ringan', 'jauh', 'banget', 'lemot', 'jadi', 'males', 'update']",NEGATIF
"['kenapa', 'shopee', 'gk', 'bisa', 'diperbaruhi', 'terus', 'gk', 'bisa', 'buka', 'shopeeuntuk', 'mencari', 'ap', 'yang', 'kita', 'mau']",NEGATIF
"['juga', 'itulah', 'mengapa', 'hsgi']",NEGATIF
"['akun', 'saya', 'dibekukan', 'padahal', 'saya', 'tidak', 'melakukan', 'kesalahan', 'padahal', 'baru', 'saja', 'diperbaiki', 'apanya', 'yang', 'diperbaiki', 'kalau', 'dibekukan', 'lagi', 'saya', 'sudah', 'top', 'up', 'shopeepay', 'tapi', 'akun', 'dibekukan', 'mau', 'dikemanakan', 'uang', 'saya', 'apa', 'ini', 'caranya', 'shopee', 'mengambil', 'uang', 'konsumen', 'sungguh', 'tidak', 'bertannggung', 'jawab', 'saya', 'sudah', 'lama', 'memakai', 'shopee', 'dan', 'melakukan', 'transaksi', 'berulang', 'kali', 'tapi', 'kenapa', 'dibekukan', 'aplikasi', 'tidak', 'bertanggung', 'jawab']",NEGATIF
"['kenapa', 'ya', 'shopee', 'makin', 'susah', 'dibuka']",NEGATIF
"['masalah', 'mulumau', 'live', 'ada', 'aja', 'gangguannya']",NEGATIF
"['kenapa', 'shoppepay', 'later', 'saya', 'dikunci', 'padahal', 'sudah', 'update', 'info', 'padahal', 'gk', 'pernah', 'telat', 'bayar', 'sudah', 'ub', 'cs', 'kata', 'ya', 'ada', 'ketentuan', 'yang', 'ngak', 'sesuai', 'tapi', 'ngk', 'disebut', 'apa', 'buka', 'donk', 'blokir', 'shoppelater', 'saya']",NEGATIF
"['parah', 'bnget', 'ga', 'bisa', 'kebuka', 'semua', 'fto', 'dagangan', 'nya', 'jadi', 'lemot', 'kalau', 'bisa', 'perbaiki', 'aplikasi', 'nya', 'jangan', 'kaya', 'gini']",NEGATIF
"['kenapa', 'cod', 'tidak', 'pernah', 'barang', 'diantarkan', 'apalagi', 'kalau', 'kurirnya', 'jnt', 'shopee', 'harus', 'tegas', 'terhadap', 'ini', 'kalau', 'tidak', 'sanggup', 'pihak', 'kurir', 'jnt', 'mengantarkan', 'pakait', 'cod', 'lebih', 'baik', 'tidak', 'usah', 'dibuat', 'cod', 'atau', 'kerjasama', 'dengan', 'pihak', 'kurir', 'tersebut', 'hanya', 'membuat', 'kecewa', 'pelanggan', 'saja']",NEGATIF
"['mahal', 'sekali', 'barangnya']",NEGATIF
"['katanya', 'gratis', 'ongkir', 'huh', 'ternyata', 'nggak']",NEGATIF
"['sudah', 'lunas', 'beberapa', 'bulan', 'lalu', 'saldo', 'spaylater', 'saya', 'masih', 'belum', 'dikembaliin', 'parah', 'si', 'emang']",NEGATIF
"['mengapa', 'saya', 'tidak', 'dapat', 'menggunakan', 'voucher', 'gratis', 'ongkir', 'sekaligus', 'dengan', 'cashback', 'setiap', 'ingin', 'menggunakan', 'gratis', 'ongkir', 'sekaligus', 'cashback', 'yang', 'terpilih', 'hanya', 'salah', 'tau', 'doang', 'tidak', 'bisa', 'di', 'klik', 'bersamaan']",NEGATIF
"['ka', 'aku', 'udh', 'nge', 'instal', 'ini', 'kenapaa', 'aplikasi', 'nya', 'ga', 'muncul', 'hp', 'sayah', 'padahal', 'sayah', 'brulang', 'kali', 'nge', 'instal', 'ke', 'aplikasi', 'baru']",NEGATIF
"['katanya', 'potongan', 'rb', 'kalau', 'belanja', 'rb', 'nyatanya', 'potongn', 'cuman', 'rb']",NEGATIF
"['vouchernya', 'sering', 'ngak', 'bisa', 'dipakai', 'dan', 'banyak', 'iklanya', 'yang', 'menganggu']",NEGATIF
"['dah', 'lah', 'males']",NEGATIF
"['pengirimannya', 'mahal', 'sekarang', 'gak', 'kayak', 'dulu', 'percuma', 'vouchernya', 'gak', 'bisa', 'membantu']",NEGATIF
"['maaf', 'dari', 'jadi', 'sekarang', 'kok', 'gini', 'ongkir', 'pilih', 'belakangan', 'ubah', 'ongkir', 'sudah', 'cek', 'out', 'bayar', 'baru', 'ketauan', 'bisa', 'rubah', 'ongkir', 'dimana', 'milih', 'ongkir', 'dulu', 'laahh', 'anehh', 'yang', 'tau', 'exp', 'mana', 'yang', 'baik', 'dan', 'cepatt', 'itu', 'cuma', 'pelanggan', 'jadi', 'biarkan', 'sya', 'memilih', 'sendiri', 'exp', 'apa']",NEGATIF
"['ternyata', 'aplikasi', 'segede', 'shopee', 'pun', 'masih', 'problem', 'untuk', 'masukin', 'akun', 'gimana', 'mau', 'belanja', 'percuma', 'iklan', 'di', 'mana²', 'tapi', 'problem', 'banyak', 'mending', 'kurangi', 'budget', 'iklan', 'untuk', 'perbaiki', 'aplikasi', 'nyaa']",NEGATIF
"['ribet', 'mau', 'ganti', 'nomer', 'aja', 'harus', 'ribetapa', 'saya', 'sekolah', 'hacker', 'biar', 'gampang', 'ganti', 'nomer', 'akun', 'shopee']",NEGATIF
"['kmrn', 'seneng', 'liat', 'aplikasi', 'ini', 'sekarang', 'sudah', 'di', 'update', 'malah', 'tambah', 'gak', 'keluar', 'gambarnya', 'jadi', 'gk', 'semangat']",NEGATIF
"['mau', 'ganti', 'username', 'harus', 'hapus', 'akun', 'terus', 'verifikasi', 'ktapi', 'harus', 'beda', 'orang', 'ribet', 'amat']",NEGATIF
"['lama', 'bangat', 'ngunduh', 'aplikasi', 'ini']",NEGATIF
"['lu', 'itu', 'cuman', 'aplikasi', 'belanja', 'msak', 'kudu', 'btuh', 'sinyal', 'kuat', 'buat', 'lancar', 'loading', 'ny', 'dkit', 'psti', 'update']",NEGATIF
"['shoppe', 'tapi', 'sekarang', 'sudah', 'tgl', 'pesanan', 'blm', 'sampe', 'pke', 'kurir', '&', 'expresparah', 'banget', 'pengiriman', 'belanja', 'di', 'shoppepesanan', 'lama', 'dipegang', 'kurir', 'gk', 'sampe']",NEGATIF
"[""jelek'banget"", 'asli', 'aplikasi', 'nya']",NEGATIF
"['saya', 'kasih', 'bintang', 'karena', 'shopee', 'pay', 'later', 'saya', 'belum', 'muncul', 'muncultemen', 'saya', 'baru', 'daftar', 'langsung', 'muncul', 'shopee', 'pay', 'later', 'nyapayahh']",NEGATIF
"['kecewa', 'capek', 'ngumpulin', 'poin', 'game', 'shopee', 'mancing', 'nya', 'hilang']",NEGATIF
"['saya', 'beli', 'baju', 'ditipu', 'terus', 'shope', 'kan', 'banyak', 'penipu']",NEGATIF
"['nganter', 'nya', 'lama', 'cuman', 'beli', 'sepatu', 'doang', 'hari', 'baru', 'sampai']",NEGATIF
"['shopee', 'pay', 'later', 'saya', 'limitnya', 'jadi', 'padahal', 'bayar', 'gak', 'pernah', 'telat', 'bayar', 'kecewaaa', 'banget']",NEGATIF
"['kenapaa', 'ko', 'sekarang', 'pilih', 'pengirimny', 'ng', 'banyak', '&', 'expres', 'atau', 'yang', 'lainy', 'ko', 'nga', 'add']",NEGATIF
"['enakan', 'yang', 'sebelumnya', 'saat', 'tidak', 'ada', 'opsi', 'pengiriman', 'hemat', 'reguler', 'dllribet', 'mahallllllllsy', 'sudah', 'nyaman', 'dengan', 'yang', 'lamaaaapindah', 'toko', 'ajalahhhh']",NEGATIF
"['bintang', 'lebih', 'cok', 'setelah', 'di', 'update', 'malah', 'di', 'ubah', 'gak', 'bisa', 'milih', 'kurir/jasa', 'pengirimantidak', 'perlu', 'gratis', 'ongkir', 'yang', 'penting', 'bisa', 'pilih', 'kurir']",NEGATIF
"['bintang', 'lima', 'untuk', 'tahun', 'kemaren']",NEGATIF
"['jasa', 'kirim', 'dikekang']",NEGATIF
"['hallo', 'min', 'saya', 'sudah', 'info', 'ke', 'ig', '@', 'shopeeid', 'tapi', 'kenapa', 'belum', 'ada', 'jawaban', 'sampai', 'sekarang', 'padahal', 'dari', 'hari', 'minggu', 'tolong', 'lebih', 'care', 'lagi', 'min', 'sama', 'customernya', 'ditunggu']",NEGATIF
"['kak', 'kenapa', 'daftarnya', 'susah', 'ya', 'sekarang']",NEGATIF
"['padahal', 'dulu', 'waktu', 'baru', 'baru', 'makai', 'aplikasi', 'shopee', 'pengemasan', 'dan', 'pengiriman', 'nya', 'cepet', 'tapi', 'sekarang', 'pengemasan', 'dan', 'pengiriman', 'nya', 'lama', 'banget', 'voucher', 'juga', 'sudah', 'jarang', 'ada', 'banyak', 'buat', 'pengguna', 'shopeepay', 'aja']",NEGATIF
"['orang', 'heboh', 'dapat', 'kenaikan', 'limitlah', 'gw', 'limit', 'malah', 'nol', 'dari', 'semenjak', 'corona', 'why', 'padahal', 'gk', 'prnh', 'telat', 'bayar', 'jiiirrr']",NEGATIF
